Area,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,N_kg/ha,pesticide_load,continent
Belgium,2009,121174,847.0,5496.04,11.0,180.61,medium,Europe
Belgium,2010,119283,847.0,4644.53,9.74,200.11,low,Europe
Belgium,2011,119360,847.0,5740.44,11.69,196.71,medium,Europe
Belgium,2012,102438,847.0,6139.3,10.68,200.39,medium,Europe
Belgium,2013,111500,847.0,5905.6,10.36,199.71,medium,Europe
Botswana,1990,2899,416.0,17.0,19.54,0.71,low,Africa
Botswana,1991,3962,416.0,19.0,19.29,1.0,low,Africa
Botswana,1992,1899,416.0,17.0,20.59,1.2,low,Africa
Botswana,1993,1353,416.0,17.0,19.97,1.14,low,Africa
Botswana,1994,1698,416.0,17.0,19.26,1.26,low,Africa
Botswana,1995,9477,416.0,17.0,19.96,6.16,low,Africa
Botswana,1996,2463,416.0,17.0,19.1,9.22,low,Africa
Botswana,1997,2867,416.0,17.0,19.26,11.63,low,Africa
Botswana,1998,910,416.0,17.0,20.05,16.23,low,Africa
Botswana,1999,1111,416.0,17.0,20.24,17.01,low,Africa
Botswana,2000,1123,416.0,17.0,18.97,11.68,low,Africa
Botswana,2001,1992,416.0,17.0,19.36,20.4,low,Africa
Botswana,2009,2429,416.0,17.0,19.25,42.86,low,Africa
Botswana,2010,1617,416.0,17.0,19.98,76.39,low,Africa
Botswana,2011,3473,416.0,17.0,19.19,25.95,low,Africa
Botswana,2012,1370,416.0,17.0,19.83,52.79,low,Africa
Botswana,2013,849,416.0,17.0,18.69,77.95,low,Africa
Brazil,1990,18735,1761.0,49695.0,21.88,12.7,high,America
Brazil,1990,18735,1761.0,49695.0,20.29,12.7,high,America
Brazil,1990,18735,1761.0,49695.0,17.77,12.7,high,America
Brazil,1990,18735,1761.0,49695.0,17.77,12.7,high,America
Brazil,1990,18735,1761.0,49695.0,27.65,12.7,high,America
Brazil,1990,18735,1761.0,49695.0,20.29,12.7,high,America
Brazil,1990,18735,1761.0,49695.0,27.07,12.7,high,America
Brazil,1990,18735,1761.0,49695.0,18.47,12.7,high,America
Brazil,1990,18735,1761.0,49695.0,25.76,12.7,high,America
Brazil,1990,18735,1761.0,49695.0,24.64,12.7,high,America
Brazil,1990,18735,1761.0,49695.0,25.29,12.7,high,America
Brazil,1991,18084,1761.0,58349.44,21.43,13.55,high,America
Brazil,1991,18084,1761.0,58349.44,20.13,13.55,high,America
Brazil,1991,18084,1761.0,58349.44,17.95,13.55,high,America
Brazil,1991,18084,1761.0,58349.44,17.95,13.55,high,America
Brazil,1991,18084,1761.0,58349.44,27.34,13.55,high,America
Brazil,1991,18084,1761.0,58349.44,20.13,13.55,high,America
Brazil,1991,18084,1761.0,58349.44,27.21,13.55,high,America
Brazil,1991,18084,1761.0,58349.44,19.11,13.55,high,America
Brazil,1991,18084,1761.0,58349.44,25.57,13.55,high,America
Brazil,1991,18084,1761.0,58349.44,24.25,13.55,high,America
Brazil,1991,18084,1761.0,58349.44,25.06,13.55,high,America
Brazil,1992,22828,1761.0,67003.89,21.35,14.04,high,America
Brazil,1992,22828,1761.0,67003.89,20.21,14.04,high,America
Brazil,1992,22828,1761.0,67003.89,17.8,14.04,high,America
Brazil,1992,22828,1761.0,67003.89,17.8,14.04,high,America
Brazil,1992,22828,1761.0,67003.89,27.58,14.04,high,America
Brazil,1992,22828,1761.0,67003.89,20.21,14.04,high,America
Brazil,1992,22828,1761.0,67003.89,27.42,14.04,high,America
Brazil,1992,22828,1761.0,67003.89,18.72,14.04,high,America
Brazil,1992,22828,1761.0,67003.89,25.61,14.04,high,America
Brazil,1992,22828,1761.0,67003.89,24.24,14.04,high,America
Brazil,1992,22828,1761.0,67003.89,24.97,14.04,high,America
Brazil,1993,25321,1761.0,75658.33,21.94,18.56,high,America
Brazil,1993,25321,1761.0,75658.33,20.49,18.56,high,America
Brazil,1993,25321,1761.0,75658.33,17.93,18.56,high,America
Brazil,1993,25321,1761.0,75658.33,17.93,18.56,high,America
Brazil,1993,25321,1761.0,75658.33,28.18,18.56,high,America
Brazil,1993,25321,1761.0,75658.33,20.49,18.56,high,America
Brazil,1993,25321,1761.0,75658.33,26.89,18.56,high,America
Brazil,1993,25321,1761.0,75658.33,18.69,18.56,high,America
Brazil,1993,25321,1761.0,75658.33,26.06,18.56,high,America
Brazil,1993,25321,1761.0,75658.33,24.65,18.56,high,America
Brazil,1993,25321,1761.0,75658.33,25.41,18.56,high,America
Brazil,1994,23629,1761.0,84312.78,21.91,21.39,high,America
Brazil,1994,23629,1761.0,84312.78,20.77,21.39,high,America
Brazil,1994,23629,1761.0,84312.78,18.42,21.39,high,America
Brazil,1994,23629,1761.0,84312.78,18.42,21.39,high,America
Brazil,1994,23629,1761.0,84312.78,27.53,21.39,high,America
Brazil,1994,23629,1761.0,84312.78,20.77,21.39,high,America
Brazil,1994,23629,1761.0,84312.78,26.9,21.39,high,America
Brazil,1994,23629,1761.0,84312.78,19.15,21.39,high,America
Brazil,1994,23629,1761.0,84312.78,26.05,21.39,high,America
Brazil,1994,23629,1761.0,84312.78,24.71,21.39,high,America
Brazil,1994,23629,1761.0,84312.78,25.42,21.39,high,America
Brazil,1995,26005,1761.0,92967.22,22.07,20.48,high,America
Brazil,1995,26005,1761.0,92967.22,20.61,20.48,high,America
Brazil,1995,26005,1761.0,92967.22,18.27,20.48,high,America
Brazil,1995,26005,1761.0,92967.22,18.27,20.48,high,America
Brazil,1995,26005,1761.0,92967.22,27.52,20.48,high,America
Brazil,1995,26005,1761.0,92967.22,20.61,20.48,high,America
Brazil,1995,26005,1761.0,92967.22,27.34,20.48,high,America
Brazil,1995,26005,1761.0,92967.22,18.89,20.48,high,America
Brazil,1995,26005,1761.0,92967.22,26.05,20.48,high,America
Brazil,1995,26005,1761.0,92967.22,24.77,20.48,high,America
Brazil,1995,26005,1761.0,92967.22,25.65,20.48,high,America
Brazil,1996,24761,1761.0,101621.67,21.56,22.05,high,America
Brazil,1996,24761,1761.0,101621.67,20.18,22.05,high,America
Brazil,1996,24761,1761.0,101621.67,17.83,22.05,high,America
Brazil,1996,24761,1761.0,101621.67,17.83,22.05,high,America
Brazil,1996,24761,1761.0,101621.67,27.6,22.05,high,America
Brazil,1996,24761,1761.0,101621.67,20.18,22.05,high,America
Brazil,1996,24761,1761.0,101621.67,27.07,22.05,high,America
Brazil,1996,24761,1761.0,101621.67,18.63,22.05,high,America
Brazil,1996,24761,1761.0,101621.67,25.94,22.05,high,America
Brazil,1996,24761,1761.0,101621.67,24.28,22.05,high,America
Brazil,1996,24761,1761.0,101621.67,25.45,22.05,high,America
Brazil,1997,26228,1761.0,110276.11,21.91,24.88,high,America
Brazil,1997,26228,1761.0,110276.11,20.77,24.88,high,America
Brazil,1997,26228,1761.0,110276.11,18.36,24.88,high,America
Brazil,1997,26228,1761.0,110276.11,18.36,24.88,high,America
Brazil,1997,26228,1761.0,110276.11,27.85,24.88,high,America
Brazil,1997,26228,1761.0,110276.11,20.77,24.88,high,America
Brazil,1997,26228,1761.0,110276.11,27.57,24.88,high,America
Brazil,1997,26228,1761.0,110276.11,19.12,24.88,high,America
Brazil,1997,26228,1761.0,110276.11,25.96,24.88,high,America
Brazil,1997,26228,1761.0,110276.11,24.71,24.88,high,America
Brazil,1997,26228,1761.0,110276.11,25.2,24.88,high,America
Brazil,1998,27964,1761.0,118930.56,22.35,26.26,high,America
Brazil,1998,27964,1761.0,118930.56,20.71,26.26,high,America
Brazil,1998,27964,1761.0,118930.56,18.2,26.26,high,America
Brazil,1998,27964,1761.0,118930.56,18.2,26.26,high,America
Brazil,1998,27964,1761.0,118930.56,28.76,26.26,high,America
Brazil,1998,27964,1761.0,118930.56,20.71,26.26,high,America
Brazil,1998,27964,1761.0,118930.56,27.54,26.26,high,America
Brazil,1998,27964,1761.0,118930.56,18.49,26.26,high,America
Brazil,1998,27964,1761.0,118930.56,26.63,26.26,high,America
Brazil,1998,27964,1761.0,118930.56,24.78,26.26,high,America
Brazil,1998,27964,1761.0,118930.56,26.08,26.26,high,America
Brazil,1999,27765,1761.0,127585.0,21.59,27.72,high,America
Brazil,1999,27765,1761.0,127585.0,20.04,27.72,high,America
Brazil,1999,27765,1761.0,127585.0,17.66,27.72,high,America
Brazil,1999,27765,1761.0,127585.0,17.66,27.72,high,America
Brazil,1999,27765,1761.0,127585.0,27.64,27.72,high,America
Brazil,1999,27765,1761.0,127585.0,20.04,27.72,high,America
Brazil,1999,27765,1761.0,127585.0,26.66,27.72,high,America
Brazil,1999,27765,1761.0,127585.0,18.39,27.72,high,America
Brazil,1999,27765,1761.0,127585.0,25.88,27.72,high,America
Brazil,1999,27765,1761.0,127585.0,24.01,27.72,high,America
Brazil,1999,27765,1761.0,127585.0,25.32,27.72,high,America
Brazil,2000,27182,1761.0,140423.0,21.69,27.36,high,America
Brazil,2000,27182,1761.0,140423.0,20.32,27.36,high,America
Brazil,2000,27182,1761.0,140423.0,18.01,27.36,high,America
Brazil,2000,27182,1761.0,140423.0,18.01,27.36,high,America
Brazil,2000,27182,1761.0,140423.0,27.5,27.36,high,America
Brazil,2000,27182,1761.0,140423.0,20.32,27.36,high,America
Brazil,2000,27182,1761.0,140423.0,26.82,27.36,high,America
Brazil,2000,27182,1761.0,140423.0,18.65,27.36,high,America
Brazil,2000,27182,1761.0,140423.0,25.71,27.36,high,America
Brazil,2000,27182,1761.0,140423.0,24.36,27.36,high,America
Brazil,2000,27182,1761.0,140423.0,25.35,27.36,high,America
Brazil,2001,34019,1761.0,151523.0,22.14,26.44,high,America
Brazil,2001,34019,1761.0,151523.0,20.96,26.44,high,America
Brazil,2001,34019,1761.0,151523.0,18.67,26.44,high,America
Brazil,2001,34019,1761.0,151523.0,18.67,26.44,high,America
Brazil,2001,34019,1761.0,151523.0,27.69,26.44,high,America
Brazil,2001,34019,1761.0,151523.0,20.96,26.44,high,America
Brazil,2001,34019,1761.0,151523.0,27.08,26.44,high,America
Brazil,2001,34019,1761.0,151523.0,19.73,26.44,high,America
Brazil,2001,34019,1761.0,151523.0,26.08,26.44,high,America
Brazil,2001,34019,1761.0,151523.0,24.99,26.44,high,America
Brazil,2001,34019,1761.0,151523.0,25.59,26.44,high,America
Brazil,2002,30559,1761.0,145552.0,22.5,31.35,high,America
Brazil,2002,30559,1761.0,145552.0,21.3,31.35,high,America
Brazil,2002,30559,1761.0,145552.0,19.09,31.35,high,America
Brazil,2002,30559,1761.0,145552.0,19.09,31.35,high,America
Brazil,2002,30559,1761.0,145552.0,27.85,31.35,high,America
Brazil,2002,30559,1761.0,145552.0,21.3,31.35,high,America
Brazil,2002,30559,1761.0,145552.0,27.27,31.35,high,America
Brazil,2002,30559,1761.0,145552.0,19.49,31.35,high,America
Brazil,2002,30559,1761.0,145552.0,26.01,31.35,high,America
Brazil,2002,30559,1761.0,145552.0,25.18,31.35,high,America
Brazil,2002,30559,1761.0,145552.0,25.56,31.35,high,America
Brazil,2004,33671,1761.0,214725.0,21.59,39.99,high,America
Brazil,2004,33671,1761.0,214725.0,20.05,39.99,high,America
Brazil,2004,33671,1761.0,214725.0,17.88,39.99,high,America
Brazil,2004,33671,1761.0,214725.0,17.88,39.99,high,America
Brazil,2004,33671,1761.0,214725.0,27.72,39.99,high,America
Brazil,2004,33671,1761.0,214725.0,20.05,39.99,high,America
Brazil,2004,33671,1761.0,214725.0,27.24,39.99,high,America
Brazil,2004,33671,1761.0,214725.0,18.75,39.99,high,America
Brazil,2004,33671,1761.0,214725.0,25.94,39.99,high,America
Brazil,2004,33671,1761.0,214725.0,24.24,39.99,high,America
Brazil,2004,33671,1761.0,214725.0,25.37,39.99,high,America
Brazil,2005,30403,1761.0,232232.0,22.05,33.21,high,America
Brazil,2005,30403,1761.0,232232.0,20.78,33.21,high,America
Brazil,2005,30403,1761.0,232232.0,18.53,33.21,high,America
Brazil,2005,30403,1761.0,232232.0,18.53,33.21,high,America
Brazil,2005,30403,1761.0,232232.0,28.17,33.21,high,America
Brazil,2005,30403,1761.0,232232.0,20.78,33.21,high,America
Brazil,2005,30403,1761.0,232232.0,27.6,33.21,high,America
Brazil,2005,30403,1761.0,232232.0,19.42,33.21,high,America
Brazil,2005,30403,1761.0,232232.0,26.27,33.21,high,America
Brazil,2005,30403,1761.0,232232.0,24.79,33.21,high,America
Brazil,2005,30403,1761.0,232232.0,25.7,33.21,high,America
Brazil,2006,33823,1761.0,238716.0,21.82,34.84,high,America
Brazil,2006,33823,1761.0,238716.0,20.6,34.84,high,America
Brazil,2006,33823,1761.0,238716.0,18.47,34.84,high,America
Brazil,2006,33823,1761.0,238716.0,18.47,34.84,high,America
Brazil,2006,33823,1761.0,238716.0,27.76,34.84,high,America
Brazil,2006,33823,1761.0,238716.0,20.6,34.84,high,America
Brazil,2006,33823,1761.0,238716.0,27.34,34.84,high,America
Brazil,2006,33823,1761.0,238716.0,19.35,34.84,high,America
Brazil,2006,33823,1761.0,238716.0,26.26,34.84,high,America
Brazil,2006,33823,1761.0,238716.0,24.57,34.84,high,America
Brazil,2006,33823,1761.0,238716.0,25.41,34.84,high,America
Brazil,2007,37852,1761.0,304031.0,22.19,45.76,high,America
Brazil,2007,37852,1761.0,304031.0,20.93,45.76,high,America
Brazil,2007,37852,1761.0,304031.0,18.66,45.76,high,America
Brazil,2007,37852,1761.0,304031.0,18.66,45.76,high,America
Brazil,2007,37852,1761.0,304031.0,27.92,45.76,high,America
Brazil,2007,37852,1761.0,304031.0,20.93,45.76,high,America
Brazil,2007,37852,1761.0,304031.0,27.32,45.76,high,America
Brazil,2007,37852,1761.0,304031.0,19.05,45.76,high,America
Brazil,2007,37852,1761.0,304031.0,25.95,45.76,high,America
Brazil,2007,37852,1761.0,304031.0,24.78,45.76,high,America
Brazil,2007,37852,1761.0,304031.0,25.44,45.76,high,America
Brazil,2008,40800,1761.0,312637.0,21.86,41.55,high,America
Brazil,2008,40800,1761.0,312637.0,20.22,41.55,high,America
Brazil,2008,40800,1761.0,312637.0,17.88,41.55,high,America
Brazil,2008,40800,1761.0,312637.0,17.88,41.55,high,America
Brazil,2008,40800,1761.0,312637.0,27.54,41.55,high,America
Brazil,2008,40800,1761.0,312637.0,20.22,41.55,high,America
Brazil,2008,40800,1761.0,312637.0,26.94,41.55,high,America
Brazil,2008,40800,1761.0,312637.0,18.8,41.55,high,America
Brazil,2008,40800,1761.0,312637.0,25.96,41.55,high,America
Brazil,2008,40800,1761.0,312637.0,24.26,41.55,high,America
Brazil,2008,40800,1761.0,312637.0,25.54,41.55,high,America
Brazil,2009,37145,1761.0,335742.0,22.25,35.63,high,America
Brazil,2009,37145,1761.0,335742.0,20.78,35.63,high,America
Brazil,2009,37145,1761.0,335742.0,18.38,35.63,high,America
Brazil,2009,37145,1761.0,335742.0,18.38,35.63,high,America
Brazil,2009,37145,1761.0,335742.0,27.39,35.63,high,America
Brazil,2009,37145,1761.0,335742.0,20.78,35.63,high,America
Brazil,2009,37145,1761.0,335742.0,27.39,35.63,high,America
Brazil,2009,37145,1761.0,335742.0,18.84,35.63,high,America
Brazil,2009,37145,1761.0,335742.0,26.3,35.63,high,America
Brazil,2009,37145,1761.0,335742.0,24.98,35.63,high,America
Brazil,2009,37145,1761.0,335742.0,26.0,35.63,high,America
Brazil,2010,43667,1761.0,342580.0,22.12,45.13,high,America
Brazil,2010,43667,1761.0,342580.0,20.72,45.13,high,America
Brazil,2010,43667,1761.0,342580.0,18.18,45.13,high,America
Brazil,2010,43667,1761.0,342580.0,18.18,45.13,high,America
Brazil,2010,43667,1761.0,342580.0,28.18,45.13,high,America
Brazil,2010,43667,1761.0,342580.0,20.72,45.13,high,America
Brazil,2010,43667,1761.0,342580.0,27.56,45.13,high,America
Brazil,2010,43667,1761.0,342580.0,19.01,45.13,high,America
Brazil,2010,43667,1761.0,342580.0,26.3,45.13,high,America
Brazil,2010,43667,1761.0,342580.0,24.95,45.13,high,America
Brazil,2010,43667,1761.0,342580.0,25.78,45.13,high,America
Brazil,2011,42107,1761.0,345026.0,21.74,55.56,high,America
Brazil,2011,42107,1761.0,345026.0,20.33,55.56,high,America
Brazil,2011,42107,1761.0,345026.0,18.01,55.56,high,America
Brazil,2011,42107,1761.0,345026.0,18.01,55.56,high,America
Brazil,2011,42107,1761.0,345026.0,27.36,55.56,high,America
Brazil,2011,42107,1761.0,345026.0,20.33,55.56,high,America
Brazil,2011,42107,1761.0,345026.0,27.29,55.56,high,America
Brazil,2011,42107,1761.0,345026.0,18.82,55.56,high,America
Brazil,2011,42107,1761.0,345026.0,25.89,55.56,high,America
Brazil,2011,42107,1761.0,345026.0,24.32,55.56,high,America
Brazil,2011,42107,1761.0,345026.0,25.28,55.56,high,America
Brazil,2012,50057,1761.0,346583.0,22.16,50.02,high,America
Brazil,2012,50057,1761.0,346583.0,21.02,50.02,high,America
Brazil,2012,50057,1761.0,346583.0,18.8,50.02,high,America
Brazil,2012,50057,1761.0,346583.0,18.8,50.02,high,America
Brazil,2012,50057,1761.0,346583.0,28.21,50.02,high,America
Brazil,2012,50057,1761.0,346583.0,21.02,50.02,high,America
Brazil,2012,50057,1761.0,346583.0,27.34,50.02,high,America
Brazil,2012,50057,1761.0,346583.0,19.72,50.02,high,America
Brazil,2012,50057,1761.0,346583.0,26.13,50.02,high,America
Brazil,2012,50057,1761.0,346583.0,24.84,50.02,high,America
Brazil,2012,50057,1761.0,346583.0,25.65,50.02,high,America
Brazil,2013,52536,1761.0,367778.0,21.59,58.61,high,America
Brazil,2013,52536,1761.0,367778.0,20.07,58.61,high,America
Brazil,2013,52536,1761.0,367778.0,17.57,58.61,high,America
Brazil,2013,52536,1761.0,367778.0,17.57,58.61,high,America
Brazil,2013,52536,1761.0,367778.0,27.71,58.61,high,America
Brazil,2013,52536,1761.0,367778.0,20.07,58.61,high,America
Brazil,2013,52536,1761.0,367778.0,27.11,58.61,high,America
Brazil,2013,52536,1761.0,367778.0,17.84,58.61,high,America
Brazil,2013,52536,1761.0,367778.0,26.4,58.61,high,America
Brazil,2013,52536,1761.0,367778.0,25.19,58.61,high,America
Brazil,2013,52536,1761.0,367778.0,26.14,58.61,high,America
Bulgaria,1990,28771,608.0,3906.0,9.51,108.97,low,Europe
Bulgaria,1991,49551,608.0,3906.0,8.14,90.65,low,Europe
Bulgaria,1992,28128,608.0,3906.0,9.07,43.69,low,Europe
Bulgaria,1993,18609,608.0,3777.25,9.0,38.55,low,Europe
Bulgaria,1994,28056,608.0,3648.5,10.23,49.25,low,Europe
Bulgaria,1995,38237,608.0,3519.75,8.69,26.65,low,Europe
Bulgaria,1996,21810,608.0,3391.0,8.44,34.53,low,Europe
Bulgaria,1997,35782,608.0,3262.25,8.26,35.09,low,Europe
Bulgaria,1998,27318,608.0,3133.5,9.16,35.38,low,Europe
Bulgaria,1999,38239,608.0,3004.75,9.67,28.66,low,Europe
Bulgaria,2000,17239,608.0,2876.0,9.9,38.35,low,Europe
Bulgaria,2001,24713,608.0,2747.25,9.55,46.42,low,Europe
Bulgaria,2002,42364,608.0,2618.5,9.6,79.14,low,Europe
Bulgaria,2004,55400,608.0,2361.0,9.18,68.28,low,Europe
Bulgaria,2005,53085,608.0,2232.25,8.58,56.51,low,Europe
Bulgaria,2006,45328,608.0,2103.5,9.08,44.32,low,Europe
Bulgaria,2007,61244,608.0,1974.75,10.23,61.12,low,Europe
Bulgaria,2008,41548,608.0,1846.0,9.9,65.27,low,Europe
Bulgaria,2009,47071,608.0,1717.25,9.74,84.07,low,Europe
Bulgaria,2010,62512,608.0,1588.5,9.65,80.64,low,Europe
Bulgaria,2011,55310,608.0,1459.75,9.17,108.8,low,Europe
Bulgaria,2012,36800,608.0,1331.0,9.99,70.48,low,Europe
Bulgaria,2013,63943,608.0,1197.0,11.26,80.9,low,Europe
Burkina Faso,1990,14612,748.0,29.1,28.77,2.33,low,Africa
Burkina Faso,1991,16868,748.0,29.1,28.4,2.41,low,Africa
Burkina Faso,1992,15238,748.0,29.1,28.06,2.21,low,Africa
Burkina Faso,1993,13722,748.0,17.0,28.58,2.08,low,Africa
Burkina Faso,1994,16042,748.0,6.0,28.0,2.59,low,Africa
Burkina Faso,1995,11441,748.0,3.04,28.46,2.49,low,Africa
Burkina Faso,1996,15521,748.0,39.16,28.74,2.44,low,Africa
Burkina Faso,1997,15185,748.0,75.29,28.52,5.04,low,Africa
Burkina Faso,1998,13919,748.0,111.41,28.95,3.31,low,Africa
Burkina Faso,1999,16241,748.0,93.43,28.45,3.32,low,Africa
Burkina Faso,2000,17543,748.0,75.44,28.6,1.89,low,Africa
Burkina Faso,2001,18115,748.0,57.46,28.77,0.17,low,Africa
Burkina Faso,2002,17381,748.0,39.47,28.97,0.37,low,Africa
Burkina Faso,2004,12666,748.0,1.28,28.9,5.07,low,Africa
Burkina Faso,2005,18058,748.0,92.21,29.18,6.03,low,Africa
Burkina Faso,2006,19444,748.0,109.24,28.92,4.98,low,Africa
Burkina Faso,2007,11736,748.0,292.05,28.96,3.83,low,Africa
Burkina Faso,2008,16662,748.0,190.92,28.4,4.86,low,Africa
Burkina Faso,2009,15286,748.0,132.3,29.05,4.41,low,Africa
Burkina Faso,2010,14342,748.0,442.89,29.17,6.24,low,Africa
Burkina Faso,2011,15356,748.0,843.0,29.03,4.37,low,Africa
Burkina Faso,2012,18386,748.0,843.0,28.67,6.84,low,Africa
Burkina Faso,2013,17353,748.0,843.0,29.41,7.07,low,Africa
Burundi,1990,13540,1274.0,92.08,21.15,0.78,low,Africa
Burundi,1991,13887,1274.0,92.08,20.97,0.78,low,Africa
Burundi,1992,14218,1274.0,92.08,21.31,1.38,low,Africa
Burundi,1993,14342,1274.0,96.99,21.17,1.05,low,Africa
Burundi,1994,12276,1274.0,84.45,21.25,0.77,low,Africa
Burundi,1995,12752,1274.0,144.2,21.55,0.76,low,Africa
Burundi,1996,13133,1274.0,207.1,21.18,0.76,low,Africa
Burundi,1997,12608,1274.0,117.56,21.51,0.76,low,Africa
Burundi,1998,11463,1274.0,107.29,21.56,1.06,low,Africa
Burundi,1999,11192,1274.0,150.24,21.01,1.38,low,Africa
Burundi,2000,10521,1274.0,109.87,21.32,1.14,low,Africa
Burundi,2001,10817,1274.0,72.56,21.24,1.12,low,Africa
Burundi,2002,10931,1274.0,98.1,21.45,0.38,low,Africa
Burundi,2004,10807,1274.0,508.26,21.71,0.31,low,Africa
Burundi,2005,10833,1274.0,304.83,22.29,0.82,low,Africa
Burundi,2006,10159,1274.0,190.51,21.83,1.11,low,Africa
Burundi,2007,10244,1274.0,412.66,21.28,0.6,low,Africa
Burundi,2008,10041,1274.0,456.44,21.29,0.74,low,Africa
Burundi,2009,10032,1274.0,177.75,21.42,0.78,low,Africa
Burundi,2010,10511,1274.0,264.53,21.75,1.44,low,Africa
Burundi,2011,11023,1274.0,75.64,21.23,1.97,low,Africa
Burundi,2012,11763,1274.0,98.59,21.44,2.3,low,Africa
Burundi,2013,13218,1274.0,956.06,21.53,2.81,low,Africa
Cameroon,1990,18543,1604.0,450.01,25.08,1.26,low,Africa
Cameroon,1991,19800,1604.0,99.09,24.99,0.84,low,Africa
Cameroon,1992,13974,1604.0,1137.56,24.6,1.31,low,Africa
Cameroon,1993,11267,1604.0,774.49,24.9,1.43,low,Africa
Cameroon,1994,11644,1604.0,411.42,24.93,2.09,low,Africa
Cameroon,1995,15450,1604.0,48.35,25.21,2.09,low,Africa
Cameroon,1996,18750,1604.0,180.08,25.0,2.51,low,Africa
Cameroon,1997,20267,1604.0,630.12,24.98,2.64,low,Africa
Cameroon,1998,18911,1604.0,258.02,25.66,2.31,low,Africa
Cameroon,1999,25907,1604.0,653.0,24.97,3.63,low,Africa
Cameroon,2000,24615,1604.0,545.0,24.88,3.05,low,Africa
Cameroon,2001,24404,1604.0,687.0,25.01,3.57,low,Africa
Cameroon,2002,20679,1604.0,815.79,25.26,2.9,low,Africa
Cameroon,2004,19166,1604.0,849.48,25.42,4.6,low,Africa
Cameroon,2005,21334,1604.0,829.59,25.36,3.16,low,Africa
Cameroon,2006,22224,1604.0,950.22,25.39,3.52,low,Africa
Cameroon,2007,20000,1604.0,918.88,25.49,3.09,low,Africa
Cameroon,2008,20000,1604.0,882.13,25.42,3.15,low,Africa
Cameroon,2009,19787,1604.0,813.77,25.54,3.46,low,Africa
Cameroon,2010,19741,1604.0,1160.63,25.7,3.31,low,Africa
Cameroon,2011,20240,1604.0,1372.47,25.25,4.77,low,Africa
Cameroon,2012,17152,1604.0,1372.47,25.18,3.63,low,Africa
Cameroon,2013,19787,1604.0,1372.47,25.45,4.79,low,Africa
Canada,1990,68602,537.0,29568.0,8.2,25.12,medium,America
Canada,1990,68602,537.0,29568.0,9.48,25.12,medium,America
Canada,1990,68602,537.0,29568.0,6.07,25.12,medium,America
Canada,1990,68602,537.0,29568.0,5.57,25.12,medium,America
